text,label
@tashaxptv bby :( please be okay,negative
Miss my dog :(,negative
"@BhaktisBanter @PallaviRuhail This one is irresistible :)
#FlipkartFashionFriday http://t.co/9J0oceCxIr",positive
"hopefully I get to see my bff tomorrow 
:(",negative
@5SOSTumblrx the APMA's :(,negative
@PuaMagasiva it was cool seeing you film today! :),positive
@OhhhTommyC i aint never uploading lol. Also found another vid of u dancing to henrys trap; keep going on your fitness journey tommy! :),positive
"@belittle4u  I may find this very confusing :)
*just a simple wolf*",positive
@PaulBousty thanks :),positive
@Bigbst4tz2 I can't afford them can you please give me my first full mashup pack please :(,negative
"esnho: Why the ""NODE15 - Advanced DirectX11 Shading Workshop P2"" is uploaded and removed? :(",negative
@sweetbabecake yea i guess so :(((,negative
Look what i caught! :) http://t.co/jm7k6cs7XD #retweet #marine #fish #underwater #sea #ocean,positive
@critalks @batwife sorry :( I'll let you know if I see any ♡,negative
love love love  :),positive
@keelzy81 fat lady parts :(,negative
@the_rebel_in_me @swanqueentacos awww. Imperative. :( #TRMDHesitant,negative
gonna miss it there :(,negative
@Charlottegshore Where can I buy your book #MeMeMe? I live in Finland :(,negative
"justinbieber can u pls follow me on &gt;daianerufato&lt; i've been trying for too long :( ilysm bae! xx (July 24, 2015 at 07:02AM)",negative
@mgyhahsnayreht :( I was like OMG when I saw what I misspelt,negative
"@awad_gina @phonicfm @WomenAwards Oh Gina, you have been busy :-) Can't wait to see you and hear all xxx #soproud",positive
"I love multiracial couples, they're like a royal fk you to the narrow minded assholes walking this planet :)",positive
@oohdawg_ Hi liv :)),positive
@davefspringbank thanks Dave lovely day thanks to lovely family and friends. How did I miss that! Congratulations :-),positive
I CANNOT :( https://t.co/zU0KgI8vHi,negative
whenever my sister sees me crying she texts me to ask if im okay aw someone cares :-),positive
@ssxngji good luck for you too! Secret hwaiting! :),positive
@TayfurMarshall @mrytrzi oldies but goodies :( http://t.co/nzQmWYMw2b,negative
@DancingSakura Natsuki often writes really catchy songs :D,positive
lots of fun!!! :)))) newyork magic? lollll,positive
@Hegelbon That heart sliding into the waste basket. :(,negative
@chuchuxiu thats so mean!!&gt;:( i dont like him how rude! also aww bc they had to keep u away from the snake:/ damn they shouldve moved him,negative
@Danica_Yu oh noesss :((,negative
I'm forever eating like  Pregnant woman these Days :-(,negative
:( vidcon :(,negative
@NathanSykes I think you could do with a hug right now more than me. :(  Poor thing!  Sent you DM if interested. Hope you get better soon!,negative
"@MahamK97 

I was just tired yesterday 

Choroo ga nahi us ko :D",positive
@LucienneDiver I live in Northern Ireland. :) what sights have you seen?,positive
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3",positive
I miss Robert's cute ass :-(,negative
"@_KatKennedy Ack! I do think you should read it :) I have heard only good things so far. It just seems.. awesome, hih :)",positive
@00kouhey00 Shut fuck up.Come here right now &gt;:(,negative
"@bobble bobble is leaking &amp; it was a gift I have no idea where to return it, its the thermos model :-(",negative
"@MandaAssa awww thanks hey, a million :). Enjoy your weekend hey",positive
@Uber has anyone managed to get ice cream? I've been on my app from 1 Stephen Street for last 35 mins and no free vehicles have appeared :-(,negative
my mum decides to walk in and scold me for not cleaning my room just as i sat down and chilled :(,negative
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x28",positive
@pixiesuga shit idk what time it is for me :((,negative
"Have a good day/ good night
Enjoy :) http://t.co/uj2nwuQTby",positive
@NerfThorn problem is 1. I'm from UK so it's £ not $ and 2. I don't have $25 :(,negative
@perriesjades where's black magic?:(,negative
"If you have streaming passes for Melon, please stream as much as you can. #인피니트 's Digitals are so #Bad :(",negative
@JayMcGuiness  :-( please notice me h,negative
@Kandelamison You're welcome - thanks for following back! :-),positive
@April_Todd aww :( what do you do?,negative
@Marx_Envy how worse ? :(,negative
I WANNA MEET THEM :(((,negative
"@extended5H FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",negative
@andrewsmith1443 You're right ! Thx Andrew &amp; have a great day :),positive
my beloved grandmother : ( https://t.co/wt4oXq5xCf,negative
"@DeMoorSophie Hii, can you follow me, please? I'd like ask you one thing in dm :)💞",positive
@lalatenduM have you tried turning it off and on? :),positive
See you tonight for our #TGP1 test races! :),positive
@_nurannisaaa @fatinrafezall @_atirahmatasri @aiifanadhirah @farhani_nfr @_ainzuhraa @athiraidrus more precious when its never end :(,negative
@funnyjoke hi jenna. :-) can I ask is your #BellyButton an #Innie or an #Outie?,positive
"No one thank that they have me bc of 1D! :(  
I H A T E M E. Kbye",negative
@AahliyahR it's not funny :(,negative
@_Halie13_ thanks for being so great!:) ❤️😘,positive
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.335
》》》》ＳＥＥ ＭＥ
♛♛♛",negative
I woke up really hungry :(,negative
"@PetiteMistress DO IT! I want to start one for making small games, but I feel like I need to get a jump start before asking for support :(",negative
NSC and MAT 0 tomorrow :(,negative
@Jennyi_jc yes.. could you link me the YT u are using? :(,negative
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/0s8GQYOeus.,positive
"@jmcefalas Jeebus. Reabsorbtion of tooth, abscess, threatening to affect my lovely front crown :( and OOOOOOOOUCH!!!",negative
To think this could be the last photo of these 11 all together... I hate the transfer window. :-( https://t.co/r4yiR7pAgj,negative
Freaking cat won't cuddle with me :-(,negative
"@keab42 I rang in sick yesterday, then told them I'd be back in today. I'm better this morning anyway, and I have a day off on Sunday. :)",positive
@Xx_tequila twice daily if it were with you :),positive
@YayoBruh Im streaming now dude i pull about 300 views all the time :),positive
"@PopsRamjet come one, every now and then is not so bad :)",positive
"@vapemestoopid Ok,the first time we chat,and then i made such a joke lol .I believe you wont forget me,will u ? :) my name is @DannaQiu",positive
@AdamRichman thanks for favouriting our tweet to you. Up the Mariners :),positive
@qureshi_ruksar thankssss.     :(,negative
i'm such a terrible daughter :-(,negative
@hattersleyblue3 You too :-),positive
"@saneliur I make sure to always have tissues, chocolate and tea for every #Hannibal episode :) It just doesn't work any other way for me :)",positive
Always motivated :-),positive
Not looking forward to this night shift tonight :(,negative
hugs baek tight : (,negative
@CoolBlindTech Thanks for the follow! :),positive
@arjaycj please follow me i love you so much and it would mean the world!! :),positive
Out for a dinner date tonight with my pony bf :D http://t.co/Xcvm0OrR2s,positive
Just 5 mins can do so much :) http://t.co/7QzgHrnGNq,positive
@Sazzi91 we are following you now :) x,positive
Homebound. :D HAHAHAYS.,positive
@SarahLucero boo. I had already turned in. Yes. At 915. :(,negative
Woke up feeling so sick :(,negative
Looking for fun? KIK : thencerest547 #kik #kiksexting #sex #followback #l4l #indiemusic #kikgirl :) http://t.co/PdvQw0QAQq,positive
@madness_Noeli Thanks for the retweet Noe :),positive
@RealCrimeMag Don't be daft.  Teething troubles.  You're allowed :-),positive
Pixgram is an app to have a creative slideshow with photos and music you love. Download Pixgram for free :) https://t.co/iiqnFeiB5s 😒🌚,positive
@ReflectKnives You went solo because these moves weren't being made :D,positive
@JKottak without you just miss you :(,negative
@Tyraid well at least it'll be refreshing :p,positive
@digestdigital things aren't looking too great here either - can we expect anything less? lol! At least it's the weekend :),positive
Olivia can't read oh my god :( #b&amp;s,negative
@JackAndJackReal I missed the following spree :( next time though x,negative
@RoyalMail I'm following now :),positive
No baby no :( http://t.co/dNSaPwiUQA,negative
@carmelaaacuenco Just kidding . I'm 20 :),positive
Jumma Mubarik to all of you :) Stay Happy and Blessed :),positive
@Anna_Colom @UCLGlobalHealth @bbcmediaaction thanks for this. We'll get this added to our student and researchers job board :),positive
@kingsxcreed daaaaaamn :((,negative
@Cat_grl @uberlinco guess they'll be showing in german and also with subtitles :),positive
@mhaieighth Don't worry be happy :),positive
@f0nzie send one please :) i wont expose or roast &lt;3,positive
can't kinks my chargers fucked up :-(,negative
i am not that artistic so how the heck can i do my project :(,negative
"“@Tanithandicraft: @StevensSlateCo Hey! Found you viathe @RNLI retweet! 😊” Brilliant, how's #Cyprus? Awful wet weather here :(",negative
I have a bad sleep difficiency :(,negative
SICK :(,negative
"have fun in Osaka, super junior!! :( it would be lovely to watch their comeback stage though",negative
Snap me :) @lulgeann,positive
@glitchfish looks gorgeous :),positive
My happiness. :) &lt;3 https://t.co/m1VBOMyhhm,positive
Hi -@imrizzagaddi here :),positive
Carva :(,negative
got a pay rise….so did the tax man :(,negative
@practicallyhaz same :(. now it's a mixture of being so proud of them for how far they've come but also missing those days :(,negative
I was talking about radio which already happened :) and the tweet was made like a week ago you fucking freak  https://t.co/NrrUOlBKGN,positive
SUNGGYU FELL ON STAGE :(,negative
"Thanks a lot Carol, the same to you! :-) #FF @Carol1MY  https://t.co/eiKOuPV2ki",positive
"@scoobs1969 Thank you very much for your kind words, I'll be sure to pass them on to the team! :)",positive
get the fuck outta here :D https://t.co/neJd4AaQWZ,positive
We were 1 point close to grand finals! :( whyyy,negative
@sodapopmashton oh okay! thanks :),positive
"To all our students around the globe,

WE MISS YOU!! 

Enjoy your summer and we'll see you soon!  :-)",positive
kill :) me :) http://t.co/5kon9Txmf6,positive
Fell asleep at like 6:30 and now can't fall asleep and I have to be up in two hours :-),positive
"@daannymoncada @breannelaflare YOU'RE UGLY DANIEL, is it good ape?:)",positive
More money more money :-(,negative
or a famous bowl :(,negative
@Quality_CE don't gas me :((,negative
"My phone does this really cool thing, that it tells me I have a text, 5 minutes after I really got the text :-))))",positive
I don't sleep enough :(,negative
Im watching disney channel by myself :(,negative
Sometimes you need to have sweet breakfast :) banana pancakes and raspberry sauce #healthylifestyle https://t.co/w2UgX4VEUz,positive
@EvaSpying My inner nerd shall not be tamed by your insidious logic. :D http://t.co/iS8BxMseYj,positive
bestfriend like Ed plsss :(,negative
Dear @SuttonObserver. Please can you ask your paperboys to keep the papers out of the rain today? It's a very special issue :-),positive
Off to somewhere later :))),positive
"i wanna be a dancer 
no
i wanna be a choregrapher
but 
I CANT :(
whyyyyyyyyyyyy is life so unfair",negative
No he is junior 2 me :p https://t.co/V4Jk5HsID1,positive
"@Coles45Coles 

wont be in work today, feel so ill :( i have a tummy bug xx",negative
@RenboySA Please let us know which store you will be able to visit so that we may inform them and they can be expecting you. :),positive
rejected :-(,negative
@twyodor @gkjohn :-( I don't read most of these rehash websites that have mushroomed. A good piece may be by exception &amp; reaches one anyway.,negative
@safirahasnaerdy follback?:)) x,positive
"I wish Twitter would support audio recordings. I would send yall snippets, these are amazing :(",negative
Tagal :(,negative
@OTRRM : ( i'm like your major fan (!!) i just have this bias syndrome that i get shy around my biases : ((((,negative
"""@Real_Liam_Payne yeah thanks @zaynmalik for being so romantic and I love you too baby ! :)""",positive
"@xlaurajaynex I am :) also, I'm super late sending your presents but it's going out next day delivery today! x",positive
@darrenlewington Ouch :( What's happened to make you say this Darren? Is there anything we can help you with from here?,negative
"@wendykims @Joix05 @GiladMillo some people need not to talk-kama hawako around :( :( 
Waa Kimaaaaaani prisssss!",negative
LONG HAIRED MEN MAKE MY WORLD A BETTER PLACE : ),positive
@1DInfectionMNL I miss them :( I hope they will come back here in PH :(( balik naman kayo oh @onedirection,negative
"Good morning all :-)

It's Friday!!!!!! 󾰀

What are your plans for the day? I am currently playing shops with my... http://t.co/qoKquDWcb5",positive
"@LeeEvansBirding @pennystocksusa That's a village thing everywhere in the world. It's different in big cities, unfortunately :(",negative
I want to go back to apb not college :(,negative
@VGO__ Oh no :( Do't think that. Do you have a parcel coming from Yodel now? If so hit follow &amp; DM over your tracking num. Chelsea,negative
the sunrise was so pretty but i couldn't get a good picture of it :(,negative
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/p6K6SiH58a.,positive
"@lana___amiir @FATMA_TEARS @saad_my_life @FatimaZahra_SA @Saadlamjarred1 yeahhh :( .. It means have ""hacharatt """,negative
"@Joyster2012 @CathStaincliffe Good for you, girl!! Best wishes :-)",positive
"@egaroo You're welcome, I'm glad you liked it :)",positive
@izblariana baby Im worth it uhuh :) 🎵🎵🎵🎵,positive
@imamjan123 awwww thank u i Editied it on my old phone ... but it dont work more :(,negative
no motivation :(,negative
What brings you #together with your #friends and #family? #LoveForFood #FoodForThought #ThoughtForTheDay :) http://t.co/L06NhpQ9xk,positive
#Discrimination :-( Five things we learned about pregnancy discrimination today | Left Foot F... http://t.co/Ey9MmaSmsd #UniteBlue #Tcot,negative
@teamkins Oh this isn't good to hear :( What have you been asked to provide exactly?,negative
@hannah_arias modern contemporary... thats why :(,negative
"@LisaPolice999 yes, don't do what I did last year: cycle through massive puddle, not see huge pothole, get stuck, &amp; fall off into water :-(",negative
Google has made Narendra Modi really very sad about Imran Khan not becoming Prime Minister. :p,positive
@Chabeezumba I miss the team na and coach and training :((((,negative
@SpazzyTsukihara link plz :p,positive
Evening :(((,negative
I totally slept through my alarms so now I can't go to the gym :(,negative
@stelcoco Larry is real :),positive
i want to pull an all nighter but i'm so sleepy already :(,negative
"https://t.co/85JGM6Oj6Q new video people, check it out :)",positive
@jxstkatie @TheSvante i want foood :((,negative
@voxcinemas I want the minion bucket please :( it wasn't there yesterday! :(,negative
@KLM I used to be PRY/PV ..... wish I could relive those days and become NYC/PV buy there is no way to communicate with NYC or USA KLM :(,negative
"Ain't it too early forrit!!..wah happened to tea,bread and bacon/butter @Alpacino_jay: Done with the Afang soup, making semo is next :D""",positive
bauuuuuuuukkk :(,negative
"my data just depleted, I wish it could come back and say ""I'm sorry Mbasa, I was joking. I'm still here"" :(",negative
@solodmssunshine OMG IM SOOO SORRRY :((,negative
@luke_brooks follow me :(,negative
just chillin w/ my salmon :),positive
@LittleMix Belgium :(,negative
"@thomsk93 @KnucklePuckIL @CantSeeColour will listen tonight, it's tough having a full time job :-(",negative
@GCTitans team has fallen apart unfortunately no energy it seems :(,negative
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @NomfundoCom,positive
@Moorgard I'm more for the drugs and alcohol Apexis Crystal Meth and Apexis Crystal Champagne while watching Apexis Crystal Palace FC :),positive
My head always hurts if I stay up late lmao :(,negative
"AMAZING, you all deserve it siddi :D https://t.co/2bf3PInklo",positive
@diamaziing Did you ligo na? :(,negative
@feleciaag20 oh gosh i love it so much ;__; they have those fried noodles?? Love💜💜💜 but they stopped selling them here :(,negative
:( Dark Horse is better IMO sorry not sorry https://t.co/QfTrANs4Yd,negative
MY snapchat : LynetteLowe #snapchat #kikhorny #interracial #bestoftheday #naked #goodmusic #sexysasunday :( http://t.co/66GRccvHOM,negative
I feel so sick :((((((,negative
@Enchpannt I know :) http://t.co/lb9ZNmCqgT,positive
"U should rather be finding the ""BESTS"" of a person than finding WORSTS, this makes ur life easy n the others too
#WayToLiveAHappyLife :)",positive
@SVTNDino adoohh :(,negative
"THESIS THESIS THESIS THESIS THESIS THESIS THESIS THESIS THESIS THESIS 
SHEREP NEMEN NG BEHEY KE :(",negative
@Calum36Chambers Benzema celebrated quite well just now! Don't know what to make of it? Seems pretty happy! :(,negative
Dem free tix to Big Bang concert :(,negative
My ghost #bae :D #love #wuppertal #TagsForLikesApp #instagood #me #smile #follow #cute #photooftheday… https://t.co/jppbF7UIK3,positive
@ExcahmOfLowee Flat is love to make me puke :(,negative
@Riverford The plan is: read our brand new cook book and figure out what to make for dinner tonight! :),positive
@AR1961 ha! That does not surprise me in the least! Okay but will see doc this afternoon. Yorkshire is splendid though! :) xx,positive
@sunny_hundal is that an issue? I dunno. Housing. Low pay. Job insecurity. NHS. Devolution. Dress that up in patriotism if you like :-),positive
"Jgh fr. smf &amp; Ft, W/ My girl. &lt;3 :)",positive
@itsNotMirna I know right D: It's hard to believe :(,negative
@HRLori Thanks Lori! :),positive
How sad what happened in Louisiana...:(,negative
This started with a picture :(( seriously  #ZaynIsComingBackOnJuly26,negative
"@z1mb0bw4y and 2 weeks of vacation, which I dont have... :(",negative
@monolifemusic @DJANORAK I'm getting there! It's been super slow because of the move. Definitely want a Mono Life remix when it's done :-)),positive
This rain! It doesn't even feel like its Friday. &gt;:(,negative
@mtnza @mtn8 thanks team yellow :) #MTN8,positive
"@MSaito6 @AdeccoWaytoWork thank you for your support :) 

#KunoriforCEO #CEO1Month",positive
@bttrcpxljp done can u please give them to @tenderkjss ? i know im late sorry :(,negative
@ClearlyArticle :) its 430 am smh,positive
@OTRADaily Hey it'd be great if you share my blog.. I started writing blogs :) check it out and let me know how's it https://t.co/gGs070b6BH,positive
@Glam_And_Gore it's noon here where I live so I was like...ouh different timing :(,negative
@muscularpayne YES BABE !!!! I MISSED U SO MUCH MORE :( I HATE U,negative
"@djdarrenjones :) It's a shoe box size of a shop, but the gems in there makes the geekiest of geeks cry at their wallets.",positive
If u ask me if whats on my mind?  I answer? You :D,positive
I want a flipping Belgium waffle thrown in my face :(,negative
@desiboy34783 @ArianaTorGlam Bade fursat se usey banaya hai usey uppar waale ney. Afsos humse dur hai wo :(,negative
@katiemac49 Going for x-rays and a dental on Monday to check out her spine...nothing they can do about it though apart from pain relief :(,negative
Wayward Pines later!:),positive
Goodtime :-)),positive
@CorstianBoerman it ain't bad :),positive
@cthblink182 :) yeah no problem!,positive
@subsubjjang YEAH HE DID BC AT THE END HE RUN BACK TO HIS PLACE HAHAHA I DIDNT SAW THEM LAUGHING THO BC LOW QUALITY :(,negative
@CG_Rated thtas what I asked :),positive
Happy Friday :-) http://t.co/UVZwqVxkVX,positive
@PexDesigns @TheAnimeBible I know that feel man :(,negative
morning :),positive
@jess_o_lover101 you will get the same stuff like in March. Release that one first before starting a new one :),positive
@LanaParrilla because you don't like me :((,negative
so i have to survive another week without my phone :(,negative
"@SSalchli Good luck, Shaun! :)",positive
"@CharlFourie Haha, yes I'll do my best to be there :)",positive
@Si_kKo I'm a big boy who can make his own decisions :),positive
@HiddlesSupport So much :(,negative
On this one constructive criticism welcomed :) #ganesha #texture #photography #art #hinduism #hindugod #elephantgod http://t.co/QFhF2zUKib,positive
@TotTeaOnah what r u talking about I still am :(,negative
@MOONEMOJAI babe :( can u still read thru the conversation on ur hushed?,negative
@Earl_Wolf24 not you :(,negative
"@NotFaulty Christ, what's with the scale on those deck chairs? This art is killing my head, man. :(",negative
Good luck to @georgeeJgibsonn in the assessments today! :)  https://t.co/POpXUSh1ab,positive
@basara_capcom full i hope basara capcom release for pc :(,negative
@DayHWStoodStill oh will certainly be watching it anyway!! :D,positive
BEAT DA BEAT sits well with @slashgear (includes new video) :-) http://t.co/lFm9Zq4Tj2 #mobilegames #ios8 #Android http://t.co/3xo8zsLtVX,positive
@She_fantastic I paindo don't want to say #follow me :p,positive
"To my fellow morning owls, surely you have noticed the sun already rising a bit later...sign that winter is coming :( http://t.co/4OU2EyPh8A",negative
I made little @morganflying on Chibi maker :p http://t.co/n0BfUiXLpA,positive
"@iAhmedMallick @LightAgayi 
Aur ap bhi is me shamil ho :(",negative
I'll so busy with school :((,negative
i want to play sims 4 :(,negative
"@WeeklyChris 

Please tweet me something I'm sad :( you can cheer me up 
please..",negative
@loststhewar its kinda true :(,negative
@concertina226 I am trusting enough to believe you and I salute you! :),positive
@0lliebudz I was waiting for a comeback  about how gross I am :-),positive
@iamValC @keodancer @SashaFarber killin it! Meme worthy @EmmaSlaterDance? @Dance10Jenna :) Cool shot of @Dance10Alan! http://t.co/hK74TOBM1u,positive
@Juleeyaanaa i know :)),positive
"I was just watching ""A baby is born!"" Episode and I can't help but think @katilette is sweet, kind, caring and has had 5 kids. Keep it up :)",positive
Deth Deth Dont Leave Me :(,negative
Great night with great people :),positive
i don't know how you feel about me which means means i don't know how to act around you :))((,positive
Locked out my own house :(,negative
Still can't believe I ripped off my nail :-(,negative
@Oloni great :),positive
@JonsCrazyTweets You are very welcome! :D,positive
@salcedonot we're looking forward to being able to spend more time with you! :) enjoy iflix! :),positive
@CHUBANHES fback? :),positive
it's for you to find out. :) — i know you haha http://t.co/zWNDmVbOED,positive
@Stockhausens just have to hope and pray he's in good hands I'm far from being able to see him and I can't call him with :(,negative
@fittorot i forgot you don't like people doing that i'm sorry :(,negative
:( I went to bed way too late,negative
@sachapeebles_ sorry it was just closest to the door :(,negative
Rettweet :-) http://t.co/l6T0rx7bEf,positive
The best thing about driving long distance is listening to the radio :),positive
@KingRappaDZappa Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),positive
Why is time dragging today. I looked at the clock and was disappointed to discover it wasn't even 12.00 yet :-(,negative
poor them they must be so tired :(,negative
@itmeailung I know :( saklap,negative
When Jessica calls and quits on power abs at 5:15 :-(,negative
@dethronedlwt hi. Why are you absent? :(,negative
and ano 22stans :(,negative
I'm playing Brain Dots : ) #BrainDots http://t.co/aOKldo3GMj http://t.co/xWCM9qyRG5,positive
@CurlyxStyls i want a sponsor but my acc is new so i don't have even 1k :(,negative
bitter is the waiting till S02E04 airs  #Dominion :) https://t.co/gymItbEIAC,positive
@scottwindsor22 same :),positive
@Velocentric Slow news day! :-(,negative
2 bach :( https://t.co/dPRNCcNEZd,negative
is everyone gonna be talking abt rat boy today bc :((,negative
Friday!!!! But I have work til 8pm :( there is champagne haha,negative
off to timog bye happy 18th birthday @ellamaecapinda otw na kami! :),positive
New shoes please :(,negative
@NabeehaEjazGeo Home is where we should feel secure and comfortable. :),positive
PLEASE watch infinite's mv!!!!!! :(,negative
@bbcdoctorwho so do I :D,positive
@TraumaJunkie50 Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),positive
"Happy #Friday folks!! If your order your #Goodyear #Tyres online @Protyre, you can get upto £40 cashback!! (T&amp;Cs apply) #yourewelcome :)",positive
@JAOlivar0731  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positive
"I am not a happy Princess today :( sighs 
But I will get some work done 
X
~ Purple Princess Edits ~",negative
Backed out :(,negative
i dont know :(,negative
@nim_nams Hey hun! Unfortunately we would really have needed a model for a cut :( Thanks so much though! &lt;3 xxx,negative
Bull shark :( I am so late!!!! Trafficccccccc,negative
@Glanny_ @RohYB_ @_wattie your team killed me :(,negative
Suuuuuuuper sick :( fever got way worse :(,negative
@IamMansoorKhan I hate it when u are offline :(,negative
BC OF THE 'THOMAS' NOT BEING TOMMYY :(( https://t.co/pYbIISPopv,negative
@GorobaoElisha Imy too :(,negative
@LittleMix Poland is not faraway from Germany girls :( I still believe that one day we can meet,negative
There's a meeting on Sunday and genesis isn't back from Mexico yet :(,negative
@jaredlovesjen i'm hoping that if he comes back to aus i can afford to go again but i dont think i'll be able to :(,negative
"@C4ndiru Hahahaaah.

Owly said knock you out
momma said.. :)",positive
@ArianeBeeston Thank you! But evil. :),positive
My last rt is me :),positive
@_bushraaaaaa So tell me how it is that Whitey and his culture rules the world? :),positive
@ravi_ceceli ya  off :(((,negative
@BEINGASANOCEAN please come to San Antonio again soon :(,negative
@tumblrzoella same :(,negative
COFFEES NOT BAD EITHER :) http://t.co/dx6w0lG7JM,positive
cries bc i miss mingming so much :-(,negative
@OVOEnergy What is the point of a smart meter if it displays the wrong information? Latest email sent 2nd July has just gone unanswered :(,negative
Hi @efekistik If you can DM your details I can pass them on to our Alumni team &amp; get you in touch with our MBA representatives :-),positive
@rivverofhoney Omg no way?! not you guys aswell :-( btw cat litter isnt good for pregnancy make sure u dont go near,negative
My gorgeous son &amp; I in #Morocco last year with @gadventures . What a special #holiday that was. Peru nxt year! :) http://t.co/sRRNYTas7b,positive
My Rumbelle feels are just too overwhelming... :((,negative
"Some girls will say ""that means you wanted my man while I was with him"" but you didn't even know her or him back then :(",negative
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/a8T615ezFa.,positive
Happy family vacation .. :D [pic] — https://t.co/HL0Fw8msf1,positive
Don't even think about it :))),positive
"@KathrynLNewton my lovely baby, sweet cinnamon you are the best :(",negative
@sundawnjh fback? :),positive
@Nayritje okie :(,negative
@JulieWestern I don't know the name but it is particularly striking. Happy days :),positive
"@BiebersxGalaxy FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",negative
"Goooood Mooorning :)
I want to sleep again...",positive
@philconcerts may available tix pa ba ng ATL concert?? Thanks :))),positive
Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/zybHHnSkwl.,positive
Snapchat me - AmargoLonnard #snapchat #snapchat #kikhorny #snapme #tagsforlikes #batalladelosgallos #webcamsex :( http://t.co/3S9LHaFrsU,negative
@timbudgen I'm serious - each one of those where an amazing submission in themselves. You've done well these weeks :),positive
i cant go to sleep :-(,negative
Everything and all :(,negative
if me and laura dont meet next year im gonna be so sad :((,negative
@LeandraPrins that's so cool! And random! Haha next time yell at me or something :) :),positive
@RedMakuzawa that would be terrible :(,negative
"awww, STealth Bastard 2 is named STealth Inc on steam too :(",negative
Bruce just won't smile :( http://t.co/UwldCQkcoq,negative
@manxclaire @NorthPoleJJ might be a worthwhile endeavour then :-) excuse for a weekend away,positive
so cool :) http://t.co/tLYxMxe8J6,positive
Twitter Help Center | Why can&amp;#39;t I follow people? https://t.co/LeL2yOp3Iq via @support i really really sorry about following evry one :(,negative
Never forget who was with you from the start.. :-),positive
@MatthewLush i love you :(,negative
"WOWWWW, Thanks a lot team :) ❤💙💚💕❤💙💚💕  ❤💙💚💕❤💙💚💕 via @ManoharRpm",positive
@grace_phipps you're so inactive :((,negative
@_Floydian Happy Eid Mubarak brotheeeeerrrr :D,positive
@annaspargoryan It was burnt toffee :(,negative
@avonfvcks #NotAnApology PLEASE PICK ME :-),positive
@_edmce my mum has been begging me to watch sopranos! i'll watch that too :-),positive
@_CaitlinTierney dnt stab meh :(,negative
@AKDP23 yass :(:,negative
Thank you @LaurieTatum2 as always! At last I’m back on track :) Hope you have a fantastic weekend! :) http://t.co/25fUKonLoM,positive
@NeoGrove :( sounds like you've reached my level,negative
Can not get on #hypixel :( want to record grrrr #thestruggleisreal #geek #gamer #gamers #youtube,negative
@TaniaArellanoo just doing my job :-),positive
We like to keep students busy with practicing and using English in proactive environment. :),positive
"@OXITS very disappointing to hear this, especially have just invested in one :-(",negative
@marrrrr_13 @mitchgrassi yay he's 23 alreaddyyy :(,negative
"Bom-dia :) APOD: Ultraviolet Rings of M31 (2015 Jul 24) - 
http://t.co/f5xThyIN8u -",positive
Just got back from Walmart :-),positive
@MalcolmInx lmao if I can catch up to the point where I can watch weekly then I'll be ok with that if I make it to 700 &amp; there's 800 eps :(,negative
But you know I do na... :( We can negotiate the Bride Price Advance Payment https://t.co/2uRT9ae8Px,negative
@HGVWolfie Basically you piss in a cup and they test it :))),positive
@caramelatte_ @bravefrontiergl I favor tridon more cause he's a tank :p,positive
"@cleanupchick Hi, unfortunately, we're unable to locate your original complaint. :( Pls DM us the product details &amp; we'll get back to you.",negative
"Rt to be in Bailona group chat , 

Mention  @imJANExoxo to be approve FANBASE :)",positive
"@huggi77 Hi Marco, the fruits and herbs in our parks are for all to view, so we hope you'll just appreciate them with your eyes. Thanks! :)",positive
@Y_A_T_E_S Sorry about this. It could be a schedule change :(,negative
@BotchFrivarg @SusanYura and a me hiding behind his large format camera :-),positive
Happy Birthday @TobiWanDOTA ! Never forget. :) #pglcsgo https://t.co/qM8J919s8x,positive
@rupal_hs Happy tweeting! Are you liking the new build? :) ^MM,positive
@JayMcGuiness  :-( please notice mew,negative
@HeelSimba :( well let me know on the day if after work you feel like socialising and I will make time for you!,negative
Aww too bad :(,negative
i dont think @camerondallas  or @JackAndJackReal  will ever notice me :( I STILL EXIST,negative
@MTVDancer @periscopeco @SingOutRuiz all fixed! :-) Thanks Andrew!,positive
Sone produce from my Potager...my tomatoes have blight :-(  Big changes for next year.,negative
